Time(sec),Heel(mA),Heel - STATUS,Heel Temp(uA),Heel Temp - STATUS,Trim(mA),Trim - STATUS,Trim Temp(uA),Trim Temp - STATUS,Barametric Pressure(mbars),Barametric Pressure - STATUS,Air Temperature(degF),Air Temperature - STATUS,Relative Humidity(%RH),Relative Humidity - STATUS
1063.5,0.0071965,0xCC,300.2931366,0xCC,0.0107623,0xCC,300.3028887,0xCC,1016.654741,0xCC,65.26556392,0xCC,50.68085448,0xCC
1063.75,0.0062167,0xCC,300.2931366,0xCC,0.0105067,0xCC,300.2824191,0xCC,1016.618317,0xCC,65.25020496,0xCC,50.65021644,0xCC
1064,0.0051517,0xCC,300.2931366,0xCC,0.0100381,0xCC,300.2824191,0xCC,1016.618317,0xCC,65.234846,0xCC,50.65021644,0xCC
1064.25,0.0041932,0xCC,300.27269,0xCC,0.0095269,0xCC,300.3028887,0xCC,1016.618317,0xCC,65.234846,0xCC,50.65787595,0xCC
1064.5,0.0033199,0xCC,300.2931366,0xCC,0.0090157,0xCC,300.3028887,0xCC,1016.672953,0xCC,65.26556392,0xCC,50.65787595,0xCC
1064.75,0.0027022,0xCC,300.2931366,0xCC,0.0085471,0xCC,300.3028887,0xCC,1016.618317,0xCC,65.3116408,0xCC,50.65787595,0xCC
1065,0.0022549,0xCC,300.2931366,0xCC,0.007972,0xCC,300.3028887,0xCC,1016.636529,0xCC,65.3116408,0xCC,50.65787595,0xCC
1065.25,0.0020206,0xCC,300.2931366,0xCC,0.007333,0xCC,300.3028887,0xCC,1016.654741,0xCC,65.28092288,0xCC,50.67319497,0xCC
1065.5,0.0017224,0xCC,300.2931366,0xCC,0.0067579,0xCC,300.3028887,0xCC,1016.636529,0xCC,65.26556392,0xCC,50.68085448,0xCC
1065.75,0.0014455,0xCC,300.27269,0xCC,0.0059911,0xCC,300.2824191,0xCC,1016.600106,0xCC,65.26556392,0xCC,50.66553546,0xCC
1066,0.0013177,0xCC,300.2931366,0xCC,0.0055012,0xCC,300.2824191,0xCC,1016.618317,0xCC,65.26556392,0xCC,50.67319497,0xCC
1066.25,0.0015307,0xCC,300.27269,0xCC,0.0049261,0xCC,300.2824191,0xCC,1016.654741,0xCC,65.25020496,0xCC,50.67319497,0xCC
1066.5,0.001978,0xCC,300.2931366,0xCC,0.0045427,0xCC,300.3028887,0xCC,1016.654741,0xCC,65.25020496,0xCC,50.65787595,0xCC
1066.75,0.0025744,0xCC,300.2522434,0xCC,0.0041806,0xCC,300.3028887,0xCC,1016.618317,0xCC,65.25020496,0xCC,50.65021644,0xCC
1067,0.003469,0xCC,300.27269,0xCC,0.0041167,0xCC,300.3028887,0xCC,1016.636529,0xCC,65.25020496,0xCC,50.67319497,0xCC
1067.25,0.0045553,0xCC,300.27269,0xCC,0.0041593,0xCC,300.3233583,0xCC,1016.618317,0xCC,65.25020496,0xCC,50.66553546,0xCC
1067.5,0.0057694,0xCC,300.2931366,0xCC,0.0042658,0xCC,300.3028887,0xCC,1016.600106,0xCC,65.26556392,0xCC,50.65787595,0xCC
1067.75,0.0069622,0xCC,300.2931366,0xCC,0.0046066,0xCC,300.3233583,0xCC,1016.618317,0xCC,65.234846,0xCC,50.65787595,0xCC
1068,0.0078781,0xCC,300.3135832,0xCC,0.0049261,0xCC,300.3438279,0xCC,1016.618317,0xCC,65.28092288,0xCC,50.68085448,0xCC
1068.25,0.008581,0xCC,300.2931366,0xCC,0.0053308,0xCC,300.3028887,0xCC,1016.636529,0xCC,65.28092288,0xCC,50.68851399,0xCC
1068.5,0.0090709,0xCC,300.27269,0xCC,0.005842,0xCC,300.3028887,0xCC,1016.618317,0xCC,65.25020496,0xCC,50.65787595,0xCC
1068.75,0.0093691,0xCC,300.2317968,0xCC,0.0064384,0xCC,300.3233583,0xCC,1016.618317,0xCC,65.25020496,0xCC,50.66553546,0xCC
1069,0.0093052,0xCC,300.2931366,0xCC,0.0069709,0xCC,300.3028887,0xCC,1016.654741,0xCC,65.25020496,0xCC,50.66553546,0xCC
1069.25,0.0089005,0xCC,300.2931366,0xCC,0.0074395,0xCC,300.3028887,0xCC,1016.618317,0xCC,65.25020496,0xCC,50.65021644,0xCC
1069.5,0.0080485,0xCC,300.2931366,0xCC,0.0077164,0xCC,300.3233583,0xCC,1016.636529,0xCC,65.25020496,0xCC,50.66553546,0xCC
1069.75,0.0069835,0xCC,300.2931366,0xCC,0.0078229,0xCC,300.3028887,0xCC,1016.618317,0xCC,65.26556392,0xCC,50.65021644,0xCC
1070,0.0059824,0xCC,300.27269,0xCC,0.0076738,0xCC,300.3028887,0xCC,1016.636529,0xCC,65.25020496,0xCC,50.67319497,0xCC
1070.25,0.0046831,0xCC,300.27269,0xCC,0.007333,0xCC,300.2824191,0xCC,1016.636529,0xCC,65.234846,0xCC,50.65787595,0xCC
1070.5,0.003895,0xCC,300.2931366,0xCC,0.0068644,0xCC,300.2824191,0xCC,1016.636529,0xCC,65.26556392,0xCC,50.67319497,0xCC
1070.75,0.0034051,0xCC,300.2931366,0xCC,0.0067579,0xCC,300.3028887,0xCC,1016.636529,0xCC,65.26556392,0xCC,50.68085448,0xCC
1071,0.0032986,0xCC,300.2931366,0xCC,0.0066301,0xCC,300.3233583,0xCC,1016.618317,0xCC,65.26556392,0xCC,50.67319497,0xCC
1071.25,0.0031921,0xCC,300.2931366,0xCC,0.0065662,0xCC,300.3028887,0xCC,1016.636529,0xCC,65.25020496,0xCC,50.66553546,0xCC
1071.5,0.0031708,0xCC,300.3340298,0xCC,0.0064597,0xCC,300.3028887,0xCC,1016.636529,0xCC,65.25020496,0xCC,50.66553546,0xCC
1071.75,0.0031282,0xCC,300.3135832,0xCC,0.0065023,0xCC,300.3233583,0xCC,1016.618317,0xCC,65.25020496,0xCC,50.66553546,0xCC
1072,0.0031069,0xCC,300.27269,0xCC,0.0065875,0xCC,300.2824191,0xCC,1016.600106,0xCC,65.234846,0xCC,50.66553546,0xCC
1072.25,0.0029365,0xCC,300.2931366,0xCC,0.0067579,0xCC,300.3233583,0xCC,1016.618317,0xCC,65.28092288,0xCC,50.67319497,0xCC
1072.5,0.0029578,0xCC,300.3135832,0xCC,0.0069922,0xCC,300.2824191,0xCC,1016.618317,0xCC,65.32699976,0xCC,50.66553546,0xCC
1072.75,0.003043,0xCC,300.27269,0xCC,0.0073117,0xCC,300.3028887,0xCC,1016.618317,0xCC,65.32699976,0xCC,50.65021644,0xCC
1073,0.0035968,0xCC,300.27269,0xCC,0.0076312,0xCC,300.3028887,0xCC,1016.618317,0xCC,65.32699976,0xCC,50.65021644,0xCC
1073.25,0.0044275,0xCC,300.2931366,0xCC,0.0079933,0xCC,300.3028887,0xCC,1016.618317,0xCC,65.34235872,0xCC,50.65787595,0xCC
1073.5,0.005173,0xCC,300.27269,0xCC,0.008185,0xCC,300.3028887,0xCC,1016.618317,0xCC,65.28092288,0xCC,50.65021644,0xCC
1073.75,0.0058546,0xCC,300.2931366,0xCC,0.0082915,0xCC,300.3028887,0xCC,1016.618317,0xCC,65.26556392,0xCC,50.63489742,0xCC
1074,0.0064936,0xCC,300.2931366,0xCC,0.0082276,0xCC,300.3028887,0xCC,1016.618317,0xCC,65.25020496,0xCC,50.65021644,0xCC
1074.25,0.0070687,0xCC,300.2931366,0xCC,0.0079294,0xCC,300.3028887,0xCC,1016.636529,0xCC,65.26556392,0xCC,50.64255693,0xCC
1074.5,0.0072604,0xCC,300.2931366,0xCC,0.0075886,0xCC,300.3233583,0xCC,1016.654741,0xCC,65.28092288,0xCC,50.65021644,0xCC
1074.75,0.0071965,0xCC,300.27269,0xCC,0.0069922,0xCC,300.2824191,0xCC,1016.618317,0xCC,65.28092288,0xCC,50.63489742,0xCC
1075,0.0069622,0xCC,300.2931366,0xCC,0.0068005,0xCC,300.2824191,0xCC,1016.636529,0xCC,65.3116408,0xCC,50.63489742,0xCC
1075.25,0.0065788,0xCC,300.2931366,0xCC,0.0066088,0xCC,300.3028887,0xCC,1016.618317,0xCC,65.3116408,0xCC,50.64255693,0xCC
1075.5,0.0062593,0xCC,300.2931366,0xCC,0.0067792,0xCC,300.2619495,0xCC,1016.636529,0xCC,65.26556392,0xCC,50.64255693,0xCC
1075.75,0.0059398,0xCC,300.27269,0xCC,0.0069283,0xCC,300.3028887,0xCC,1016.618317,0xCC,65.28092288,0xCC,50.65021644,0xCC
1076,0.0054073,0xCC,300.2931366,0xCC,0.0071839,0xCC,300.3028887,0xCC,1016.636529,0xCC,65.26556392,0xCC,50.65787595,0xCC
1076.25,0.0050239,0xCC,300.2931366,0xCC,0.0075034,0xCC,300.3233583,0xCC,1016.654741,0xCC,65.28092288,0xCC,50.65021644,0xCC
1076.5,0.0043636,0xCC,300.2931366,0xCC,0.0076738,0xCC,300.2619495,0xCC,1016.636529,0xCC,65.234846,0xCC,50.63489742,0xCC
1076.75,0.0040441,0xCC,300.27269,0xCC,0.0077377,0xCC,300.2824191,0xCC,1016.636529,0xCC,65.25020496,0xCC,50.64255693,0xCC
1077,0.0037672,0xCC,300.27269,0xCC,0.0075673,0xCC,300.3028887,0xCC,1016.636529,0xCC,65.25020496,0xCC,50.63489742,0xCC
1077.25,0.0035755,0xCC,300.3340298,0xCC,0.0071626,0xCC,300.3028887,0xCC,1016.654741,0xCC,65.25020496,0xCC,50.64255693,0xCC
1077.5,0.0033625,0xCC,300.2931366,0xCC,0.0065236,0xCC,300.3233583,0xCC,1016.618317,0xCC,65.26556392,0xCC,50.64255693,0xCC
1077.75,0.0031495,0xCC,300.2931366,0xCC,0.0057781,0xCC,300.2824191,0xCC,1016.654741,0xCC,65.25020496,0xCC,50.63489742,0xCC
1078,0.0033625,0xCC,300.2931366,0xCC,0.0051178,0xCC,300.3233583,0xCC,1016.654741,0xCC,65.28092288,0xCC,50.62723791,0xCC
1078.25,0.0036181,0xCC,300.27269,0xCC,0.0045427,0xCC,300.2824191,0xCC,1016.618317,0xCC,65.28092288,0xCC,50.62723791,0xCC
1078.5,0.0040867,0xCC,300.2931366,0xCC,0.0042232,0xCC,300.2824191,0xCC,1016.636529,0xCC,65.25020496,0xCC,50.6195784,0xCC
1078.75,0.0046831,0xCC,300.3135832,0xCC,0.0042232,0xCC,300.3233583,0xCC,1016.654741,0xCC,65.26556392,0xCC,50.6195784,0xCC
1079,0.0054712,0xCC,300.3135832,0xCC,0.0044788,0xCC,300.3233583,0xCC,1016.654741,0xCC,65.26556392,0xCC,50.6195784,0xCC
1079.25,0.0061315,0xCC,300.3135832,0xCC,0.0050326,0xCC,300.3028887,0xCC,1016.636529,0xCC,65.26556392,0xCC,50.61191889,0xCC
1079.5,0.0068983,0xCC,300.27269,0xCC,0.0057355,0xCC,300.3028887,0xCC,1016.636529,0xCC,65.25020496,0xCC,50.61191889,0xCC
1079.75,0.0074947,0xCC,300.2931366,0xCC,0.0063532,0xCC,300.3233583,0xCC,1016.654741,0xCC,65.26556392,0xCC,50.62723791,0xCC
1080,0.0079207,0xCC,300.27269,0xCC,0.0068431,0xCC,300.3233583,0xCC,1016.654741,0xCC,65.28092288,0xCC,50.6195784,0xCC
1080.25,0.0078994,0xCC,300.2931366,0xCC,0.00712,0xCC,300.3233583,0xCC,1016.654741,0xCC,65.26556392,0xCC,50.61191889,0xCC
1080.5,0.0074947,0xCC,300.2931366,0xCC,0.0072265,0xCC,300.3233583,0xCC,1016.636529,0xCC,65.26556392,0xCC,50.6195784,0xCC
1080.75,0.0070048,0xCC,300.3340298,0xCC,0.007333,0xCC,300.3438279,0xCC,1016.654741,0xCC,65.28092288,0xCC,50.63489742,0xCC
1081,0.0062593,0xCC,300.27269,0xCC,0.0072052,0xCC,300.2824191,0xCC,1016.600106,0xCC,65.25020496,0xCC,50.61191889,0xCC
1081.25,0.005386,0xCC,300.27269,0xCC,0.0069709,0xCC,300.2824191,0xCC,1016.618317,0xCC,65.25020496,0xCC,50.6195784,0xCC
1081.5,0.0046405,0xCC,300.27269,0xCC,0.0067792,0xCC,300.3028887,0xCC,1016.618317,0xCC,65.26556392,0xCC,50.61191889,0xCC
1081.75,0.003895,0xCC,300.2931366,0xCC,0.0065875,0xCC,300.3028887,0xCC,1016.636529,0xCC,65.26556392,0xCC,50.61191889,0xCC
1082,0.0033625,0xCC,300.27269,0xCC,0.0064384,0xCC,300.2824191,0xCC,1016.636529,0xCC,65.26556392,0xCC,50.6195784,0xCC
1082.25,0.0029365,0xCC,300.2931366,0xCC,0.006268,0xCC,300.3233583,0xCC,1016.636529,0xCC,65.26556392,0xCC,50.61191889,0xCC
1082.5,0.0028726,0xCC,300.3135832,0xCC,0.0062893,0xCC,300.3438279,0xCC,1016.654741,0xCC,65.28092288,0xCC,50.6195784,0xCC
1082.75,0.0029791,0xCC,300.3135832,0xCC,0.0063532,0xCC,300.3028887,0xCC,1016.636529,0xCC,65.25020496,0xCC,50.6195784,0xCC
1083,0.0033412,0xCC,300.2931366,0xCC,0.0066088,0xCC,300.3028887,0xCC,1016.636529,0xCC,65.25020496,0xCC,50.61191889,0xCC
1083.25,0.0036607,0xCC,300.2931366,0xCC,0.0072478,0xCC,300.3028887,0xCC,1016.618317,0xCC,65.28092288,0xCC,50.62723791,0xCC
1083.5,0.0041293,0xCC,300.3340298,0xCC,0.0081637,0xCC,300.3028887,0xCC,1016.636529,0xCC,65.26556392,0xCC,50.64255693,0xCC
1083.75,0.004321,0xCC,300.2522434,0xCC,0.0089731,0xCC,300.3028887,0xCC,1016.636529,0xCC,65.25020496,0xCC,50.61191889,0xCC
1084,0.0045553,0xCC,300.27269,0xCC,0.0096334,0xCC,300.2824191,0xCC,1016.636529,0xCC,65.25020496,0xCC,50.61191889,0xCC
1084.25,0.0050026,0xCC,300.2931366,0xCC,0.0101659,0xCC,300.3028887,0xCC,1016.618317,0xCC,65.28092288,0xCC,50.61191889,0xCC
1084.5,0.0054286,0xCC,300.2931366,0xCC,0.0104428,0xCC,300.3028887,0xCC,1016.618317,0xCC,65.25020496,0xCC,50.61191889,0xCC
1084.75,0.0057907,0xCC,300.27269,0xCC,0.0104215,0xCC,300.3028887,0xCC,1016.618317,0xCC,65.26556392,0xCC,50.6195784,0xCC
1085,0.0061528,0xCC,300.2931366,0xCC,0.0099742,0xCC,300.3233583,0xCC,1016.654741,0xCC,65.26556392,0xCC,50.61191889,0xCC
1085.25,0.0064297,0xCC,300.3135832,0xCC,0.0093565,0xCC,300.3438279,0xCC,1016.672953,0xCC,65.26556392,0xCC,50.6195784,0xCC
1085.5,0.0065788,0xCC,300.3135832,0xCC,0.0084193,0xCC,300.3028887,0xCC,1016.654741,0xCC,65.26556392,0xCC,50.61191889,0xCC
1085.75,0.0065362,0xCC,300.3135832,0xCC,0.0073756,0xCC,300.3028887,0xCC,1016.600106,0xCC,65.25020496,0xCC,50.62723791,0xCC
1086,0.0064297,0xCC,300.3135832,0xCC,0.006481,0xCC,300.3028887,0xCC,1016.618317,0xCC,65.26556392,0xCC,50.63489742,0xCC
1086.25,0.006238,0xCC,300.3135832,0xCC,0.0055225,0xCC,300.3233583,0xCC,1016.600106,0xCC,65.25020496,0xCC,50.62723791,0xCC
1086.5,0.006025,0xCC,300.3135832,0xCC,0.0048196,0xCC,300.3028887,0xCC,1016.618317,0xCC,65.25020496,0xCC,50.60425938,0xCC
1086.75,0.0057481,0xCC,300.2931366,0xCC,0.0042871,0xCC,300.3028887,0xCC,1016.636529,0xCC,65.25020496,0xCC,50.61191889,0xCC
1087,0.0054925,0xCC,300.3340298,0xCC,0.0037972,0xCC,300.3233583,0xCC,1016.636529,0xCC,65.25020496,0xCC,50.61191889,0xCC
1087.25,0.005173,0xCC,300.2931366,0xCC,0.0035416,0xCC,300.3028887,0xCC,1016.654741,0xCC,65.25020496,0xCC,50.60425938,0xCC
1087.5,0.0047257,0xCC,300.3135832,0xCC,0.0032434,0xCC,300.2824191,0xCC,1016.654741,0xCC,65.25020496,0xCC,50.60425938,0xCC
1087.75,0.0042571,0xCC,300.2931366,0xCC,0.0029665,0xCC,300.3028887,0xCC,1016.636529,0xCC,65.25020496,0xCC,50.60425938,0xCC
1088,0.0035968,0xCC,300.3340298,0xCC,0.00286,0xCC,300.3438279,0xCC,1016.654741,0xCC,65.28092288,0xCC,50.62723791,0xCC
1088.25,0.0031069,0xCC,300.2931366,0xCC,0.0027961,0xCC,300.3028887,0xCC,1016.636529,0xCC,65.28092288,0xCC,50.6195784,0xCC
1088.5,0.00283,0xCC,300.3135832,0xCC,0.0030091,0xCC,300.2824191,0xCC,1016.618317,0xCC,65.26556392,0xCC,50.6195784,0xCC
1088.75,0.0030004,0xCC,300.2931366,0xCC,0.0035629,0xCC,300.3233583,0xCC,1016.618317,0xCC,65.25020496,0xCC,50.61191889,0xCC
1089,0.0037246,0xCC,300.2931366,0xCC,0.0044149,0xCC,300.3028887,0xCC,1016.636529,0xCC,65.25020496,0xCC,50.61191889,0xCC
1089.25,0.004534,0xCC,300.3135832,0xCC,0.0053734,0xCC,300.3233583,0xCC,1016.636529,0xCC,65.29628184,0xCC,50.6195784,0xCC
1089.5,0.0053221,0xCC,300.2931366,0xCC,0.006481,0xCC,300.2824191,0xCC,1016.618317,0xCC,65.29628184,0xCC,50.61191889,0xCC
1089.75,0.0061954,0xCC,300.3135832,0xCC,0.0077377,0xCC,300.3233583,0xCC,1016.654741,0xCC,65.3116408,0xCC,50.6195784,0xCC
1090,0.0071752,0xCC,300.3135832,0xCC,0.0090583,0xCC,300.2824191,0xCC,1016.654741,0xCC,65.26556392,0xCC,50.6195784,0xCC
1090.25,0.0080272,0xCC,300.27269,0xCC,0.0102724,0xCC,300.3028887,0xCC,1016.636529,0xCC,65.25020496,0xCC,50.61191889,0xCC
1090.5,0.0084532,0xCC,300.27269,0xCC,0.0110818,0xCC,300.3028887,0xCC,1016.636529,0xCC,65.25020496,0xCC,50.61191889,0xCC
1090.75,0.0086236,0xCC,300.3340298,0xCC,0.0116782,0xCC,300.3028887,0xCC,1016.636529,0xCC,65.28092288,0xCC,50.63489742,0xCC
1091,0.0083254,0xCC,300.2931366,0xCC,0.0118486,0xCC,300.2824191,0xCC,1016.636529,0xCC,65.28092288,0xCC,50.63489742,0xCC
1091.25,0.0076651,0xCC,300.2931366,0xCC,0.0117634,0xCC,300.3028887,0xCC,1016.618317,0xCC,65.26556392,0xCC,50.62723791,0xCC
1091.5,0.0067492,0xCC,300.2931366,0xCC,0.0112735,0xCC,300.3028887,0xCC,1016.636529,0xCC,65.25020496,0xCC,50.6195784,0xCC
1091.75,0.0056629,0xCC,300.2931366,0xCC,0.0104641,0xCC,300.2824191,0xCC,1016.654741,0xCC,65.26556392,0xCC,50.60425938,0xCC
1092,0.0043849,0xCC,300.2931366,0xCC,0.0094843,0xCC,300.3233583,0xCC,1016.636529,0xCC,65.26556392,0xCC,50.58894036,0xCC
1092.25,0.0029365,0xCC,300.27269,0xCC,0.0083341,0xCC,300.3233583,0xCC,1016.618317,0xCC,65.26556392,0xCC,50.57362134,0xCC
1092.5,0.0016798,0xCC,300.3135832,0xCC,0.0070135,0xCC,300.3028887,0xCC,1016.636529,0xCC,65.32699976,0xCC,50.58894036,0xCC
1092.75,0.0007639,0xCC,300.2931366,0xCC,0.0056077,0xCC,300.3233583,0xCC,1016.636529,0xCC,65.32699976,0xCC,50.58894036,0xCC
1093,0.0005296,0xCC,300.3135832,0xCC,0.0045214,0xCC,300.3028887,0xCC,1016.618317,0xCC,65.32699976,0xCC,50.58894036,0xCC
1093.25,0.0006787,0xCC,300.27269,0xCC,0.0037333,0xCC,300.3028887,0xCC,1016.618317,0xCC,65.34235872,0xCC,50.59659987,0xCC
1093.5,0.000913,0xCC,300.27269,0xCC,0.0031795,0xCC,300.3233583,0xCC,1016.636529,0xCC,65.34235872,0xCC,50.60425938,0xCC
1093.75,0.0015094,0xCC,300.3135832,0xCC,0.00286,0xCC,300.3233583,0xCC,1016.636529,0xCC,65.34235872,0xCC,50.60425938,0xCC
1094,0.002404,0xCC,300.2522434,0xCC,0.0027535,0xCC,300.2619495,0xCC,1016.581894,0xCC,65.3116408,0xCC,50.57362134,0xCC
1094.25,0.0035116,0xCC,300.3340298,0xCC,0.003073,0xCC,300.3233583,0xCC,1016.636529,0xCC,65.32699976,0xCC,50.58894036,0xCC
1094.5,0.0046618,0xCC,300.2931366,0xCC,0.0036907,0xCC,300.3028887,0xCC,1016.600106,0xCC,65.3116408,0xCC,50.58894036,0xCC
1094.75,0.0060676,0xCC,300.2931366,0xCC,0.0046492,0xCC,300.2824191,0xCC,1016.618317,0xCC,65.3116408,0xCC,50.57362134,0xCC
1095,0.0072604,0xCC,300.27269,0xCC,0.0057781,0xCC,300.2619495,0xCC,1016.618317,0xCC,65.25020496,0xCC,50.56596183,0xCC
1095.25,0.0083254,0xCC,300.2931366,0xCC,0.0068431,0xCC,300.3028887,0xCC,1016.636529,0xCC,65.25020496,0xCC,50.57362134,0xCC
1095.5,0.0091348,0xCC,300.27269,0xCC,0.0078655,0xCC,300.3028887,0xCC,1016.636529,0xCC,65.234846,0xCC,50.55830232,0xCC
1095.75,0.0097951,0xCC,300.2931366,0xCC,0.0086962,0xCC,300.3028887,0xCC,1016.618317,0xCC,65.26556392,0xCC,50.59659987,0xCC
1096,0.0100081,0xCC,300.2931366,0xCC,0.0092074,0xCC,300.3028887,0xCC,1016.636529,0xCC,65.29628184,0xCC,50.60425938,0xCC
1096.25,0.0098803,0xCC,300.2931366,0xCC,0.0095695,0xCC,300.3028887,0xCC,1016.618317,0xCC,65.26556392,0xCC,50.59659987,0xCC
1096.5,0.0092413,0xCC,300.2522434,0xCC,0.0096973,0xCC,300.2824191,0xCC,1016.618317,0xCC,65.25020496,0xCC,50.57362134,0xCC
1096.75,0.0083467,0xCC,300.2522434,0xCC,0.0093991,0xCC,300.2824191,0xCC,1016.618317,0xCC,65.234846,0xCC,50.56596183,0xCC
1097,0.0074521,0xCC,300.3135832,0xCC,0.0089092,0xCC,300.3233583,0xCC,1016.636529,0xCC,65.25020496,0xCC,50.58894036,0xCC
1097.25,0.0061528,0xCC,300.2931366,0xCC,0.0083128,0xCC,300.3028887,0xCC,1016.618317,0xCC,65.25020496,0xCC,50.59659987,0xCC
1097.5,0.004747,0xCC,300.2931366,0xCC,0.007546,0xCC,300.2824191,0xCC,1016.600106,0xCC,65.234846,0xCC,50.58894036,0xCC
1097.75,0.0035329,0xCC,300.27269,0xCC,0.0066727,0xCC,300.3028887,0xCC,1016.618317,0xCC,65.25020496,0xCC,50.57362134,0xCC
1098,0.0024253,0xCC,300.2931366,0xCC,0.0057781,0xCC,300.2824191,0xCC,1016.618317,0xCC,65.26556392,0xCC,50.55830232,0xCC
1098.25,0.0014881,0xCC,300.2931366,0xCC,0.0046918,0xCC,300.2824191,0xCC,1016.618317,0xCC,65.32699976,0xCC,50.56596183,0xCC
1098.5,0.0007852,0xCC,300.2522434,0xCC,0.0037972,0xCC,300.2619495,0xCC,1016.600106,0xCC,65.34235872,0xCC,50.55064281,0xCC
1098.75,0.0004444,0xCC,300.3135832,0xCC,0.0030943,0xCC,300.3028887,0xCC,1016.618317,0xCC,65.3116408,0xCC,50.55830232,0xCC
1099,0.0007426,0xCC,300.3135832,0xCC,0.0027535,0xCC,300.2824191,0xCC,1016.600106,0xCC,65.3116408,0xCC,50.55064281,0xCC
1099.25,0.0014455,0xCC,300.2931366,0xCC,0.0028813,0xCC,300.3233583,0xCC,1016.600106,0xCC,65.32699976,0xCC,50.55830232,0xCC
1099.5,0.0022975,0xCC,300.27269,0xCC,0.003286,0xCC,300.2619495,0xCC,1016.563682,0xCC,65.28092288,0xCC,50.5429833,0xCC
1099.75,0.0030004,0xCC,300.3135832,0xCC,0.0041806,0xCC,300.3233583,0xCC,1016.618317,0xCC,65.32699976,0xCC,50.55830232,0xCC
1100,0.0039163,0xCC,300.27269,0xCC,0.0051391,0xCC,300.3028887,0xCC,1016.600106,0xCC,65.28092288,0xCC,50.5429833,0xCC
1100.25,0.0050878,0xCC,300.3135832,0xCC,0.0063958,0xCC,300.3028887,0xCC,1016.618317,0xCC,65.26556392,0xCC,50.55064281,0xCC
1100.5,0.0062593,0xCC,300.27269,0xCC,0.007759,0xCC,300.3028887,0xCC,1016.600106,0xCC,65.234846,0xCC,50.55830232,0xCC
1100.75,0.0072604,0xCC,300.27269,0xCC,0.0091648,0xCC,300.3028887,0xCC,1016.618317,0xCC,65.26556392,0xCC,50.56596183,0xCC
1101,0.007942,0xCC,300.27269,0xCC,0.0104002,0xCC,300.2824191,0xCC,1016.600106,0xCC,65.26556392,0xCC,50.56596183,0xCC
1101.25,0.0084106,0xCC,300.2931366,0xCC,0.01138,0xCC,300.3028887,0xCC,1016.618317,0xCC,65.3116408,0xCC,50.5429833,0xCC
1101.5,0.0086449,0xCC,300.27269,0xCC,0.0120403,0xCC,300.2619495,0xCC,1016.581894,0xCC,65.29628184,0xCC,50.52000477,0xCC
1101.75,0.0086449,0xCC,300.3135832,0xCC,0.0126367,0xCC,300.2824191,0xCC,1016.618317,0xCC,65.3116408,0xCC,50.52000477,0xCC
1102,0.0081976,0xCC,300.27269,0xCC,0.0127858,0xCC,300.2619495,0xCC,1016.618317,0xCC,65.3116408,0xCC,50.52766428,0xCC
1102.25,0.0074521,0xCC,300.2522434,0xCC,0.0125941,0xCC,300.2619495,0xCC,1016.618317,0xCC,65.3116408,0xCC,50.52000477,0xCC
1102.5,0.0063658,0xCC,300.2931366,0xCC,0.0117421,0xCC,300.3028887,0xCC,1016.636529,0xCC,65.35771768,0xCC,50.53532379,0xCC
1102.75,0.0049813,0xCC,300.27269,0xCC,0.0103789,0xCC,300.3028887,0xCC,1016.618317,0xCC,65.3116408,0xCC,50.53532379,0xCC
1103,0.0036607,0xCC,300.27269,0xCC,0.0087388,0xCC,300.3028887,0xCC,1016.636529,0xCC,65.32699976,0xCC,50.52766428,0xCC
1103.25,0.002617,0xCC,300.3135832,0xCC,0.0069709,0xCC,300.3028887,0xCC,1016.636529,0xCC,65.32699976,0xCC,50.52766428,0xCC
1103.5,0.0019567,0xCC,300.2931366,0xCC,0.0053308,0xCC,300.3028887,0xCC,1016.618317,0xCC,65.34235872,0xCC,50.53532379,0xCC
1103.75,0.0014242,0xCC,300.2931366,0xCC,0.003286,0xCC,300.3028887,0xCC,1016.636529,0xCC,65.34235872,0xCC,50.52000477,0xCC
1104,0.0012964,0xCC,300.2931366,0xCC,0.0014116,0xCC,300.2824191,0xCC,1016.600106,0xCC,65.3116408,0xCC,50.51234526,0xCC
1104.25,0.0016585,0xCC,300.3135832,0xCC,2.71E-05,0xCC,300.3028887,0xCC,1016.600106,0xCC,65.29628184,0xCC,50.49702624,0xCC
1104.5,0.0024679,0xCC,300.3135832,0xCC,-0.0006545,0xCC,300.3233583,0xCC,1016.636529,0xCC,65.26556392,0xCC,50.50468575,0xCC
1104.75,0.003469,0xCC,300.2931366,0xCC,-0.0006545,0xCC,300.3233583,0xCC,1016.618317,0xCC,65.25020496,0xCC,50.49702624,0xCC
1105,0.0045979,0xCC,300.27269,0xCC,-3.68E-05,0xCC,300.2619495,0xCC,1016.600106,0xCC,65.234846,0xCC,50.49702624,0xCC
1105.25,0.0057055,0xCC,300.27269,0xCC,0.0009217,0xCC,300.3028887,0xCC,1016.618317,0xCC,65.234846,0xCC,50.50468575,0xCC
1105.5,0.0064936,0xCC,300.2931366,0xCC,0.0019654,0xCC,300.3028887,0xCC,1016.618317,0xCC,65.25020496,0xCC,50.50468575,0xCC
1105.75,0.0071752,0xCC,300.3135832,0xCC,0.0032647,0xCC,300.3233583,0xCC,1016.618317,0xCC,65.3116408,0xCC,50.51234526,0xCC
