Time(sec),Heel(mA),Heel - STATUS,Heel Temp(uA),Heel Temp - STATUS,Trim(mA),Trim - STATUS,Trim Temp(uA),Trim Temp - STATUS,Barametric Pressure(mbars),Barametric Pressure - STATUS,Air Temperature(degF),Air Temperature - STATUS,Relative Humidity(%RH),Relative Humidity - STATUS
77,0.002191,0xCC,300.2931366,0xCC,0.0023275,0xCC,300.3847672,0xCC,1016.691164,0xCC,65.49594832,0xCC,49.21788807,0xCC
77.25,0.002617,0xCC,300.3340298,0xCC,0.0024553,0xCC,300.3438279,0xCC,1016.691164,0xCC,65.51130728,0xCC,49.22554758,0xCC
77.5,0.0032986,0xCC,300.3340298,0xCC,0.0031582,0xCC,300.3438279,0xCC,1016.709376,0xCC,65.4652304,0xCC,49.22554758,0xCC
77.75,0.0041293,0xCC,300.3544764,0xCC,0.0040102,0xCC,300.3233583,0xCC,1016.691164,0xCC,65.49594832,0xCC,49.21788807,0xCC
78,0.0048535,0xCC,300.3544764,0xCC,0.0048835,0xCC,300.3847672,0xCC,1016.691164,0xCC,65.49594832,0xCC,49.2408666,0xCC
78.25,0.0054925,0xCC,300.3135832,0xCC,0.005842,0xCC,300.3847672,0xCC,1016.691164,0xCC,65.49594832,0xCC,49.25618562,0xCC
78.5,0.0058759,0xCC,300.3135832,0xCC,0.0066727,0xCC,300.3233583,0xCC,1016.672953,0xCC,65.49594832,0xCC,49.25618562,0xCC
78.75,0.0061528,0xCC,300.3135832,0xCC,0.0073969,0xCC,300.3438279,0xCC,1016.691164,0xCC,65.4652304,0xCC,49.25618562,0xCC
79,0.006238,0xCC,300.3544764,0xCC,0.0080998,0xCC,300.3847672,0xCC,1016.727588,0xCC,65.51130728,0xCC,49.25618562,0xCC
79.25,0.0061102,0xCC,300.3340298,0xCC,0.0086323,0xCC,300.3438279,0xCC,1016.691164,0xCC,65.49594832,0xCC,49.2408666,0xCC
79.5,0.0060037,0xCC,300.2931366,0xCC,0.0090583,0xCC,300.3028887,0xCC,1016.672953,0xCC,65.44987144,0xCC,49.2408666,0xCC
79.75,0.0059398,0xCC,300.2931366,0xCC,0.0095482,0xCC,300.3438279,0xCC,1016.709376,0xCC,65.49594832,0xCC,49.24852611,0xCC
80,0.0059611,0xCC,300.3340298,0xCC,0.0099742,0xCC,300.3438279,0xCC,1016.672953,0xCC,65.4652304,0xCC,49.26384513,0xCC
80.25,0.0060037,0xCC,300.3340298,0xCC,0.0102937,0xCC,300.3028887,0xCC,1016.691164,0xCC,65.49594832,0xCC,49.26384513,0xCC
80.5,0.005812,0xCC,300.2931366,0xCC,0.0103789,0xCC,300.3233583,0xCC,1016.691164,0xCC,65.44987144,0xCC,49.28682366,0xCC
80.75,0.0055777,0xCC,300.3340298,0xCC,0.0101446,0xCC,300.3438279,0xCC,1016.709376,0xCC,65.51130728,0xCC,49.30214268,0xCC
81,0.0051091,0xCC,300.3340298,0xCC,0.0094843,0xCC,300.3233583,0xCC,1016.691164,0xCC,65.49594832,0xCC,49.30980219,0xCC
81.25,0.0048109,0xCC,300.3135832,0xCC,0.0086323,0xCC,300.3438279,0xCC,1016.672953,0xCC,65.49594832,0xCC,49.30214268,0xCC
81.5,0.0044275,0xCC,300.3340298,0xCC,0.0075886,0xCC,300.3028887,0xCC,1016.691164,0xCC,65.44987144,0xCC,49.30214268,0xCC
81.75,0.0041293,0xCC,300.3544764,0xCC,0.0066301,0xCC,300.3847672,0xCC,1016.727588,0xCC,65.49594832,0xCC,49.3174617,0xCC
82,0.003895,0xCC,300.3340298,0xCC,0.0057142,0xCC,300.3028887,0xCC,1016.672953,0xCC,65.4652304,0xCC,49.30214268,0xCC
82.25,0.0038098,0xCC,300.3340298,0xCC,0.0050539,0xCC,300.3233583,0xCC,1016.691164,0xCC,65.4652304,0xCC,49.30980219,0xCC
82.5,0.0039802,0xCC,300.3135832,0xCC,0.0046705,0xCC,300.3233583,0xCC,1016.672953,0xCC,65.4652304,0xCC,49.30214268,0xCC
82.75,0.0044062,0xCC,300.3340298,0xCC,0.0043936,0xCC,300.3233583,0xCC,1016.709376,0xCC,65.51130728,0xCC,49.30980219,0xCC
83,0.0050026,0xCC,300.2931366,0xCC,0.0043084,0xCC,300.3233583,0xCC,1016.654741,0xCC,65.4652304,0xCC,49.3174617,0xCC
83.25,0.0054712,0xCC,300.3340298,0xCC,0.0041167,0xCC,300.3847672,0xCC,1016.672953,0xCC,65.49594832,0xCC,49.34044023,0xCC
83.5,0.0059398,0xCC,300.3340298,0xCC,0.003925,0xCC,300.3438279,0xCC,1016.654741,0xCC,65.49594832,0xCC,49.34809974,0xCC
83.75,0.0060676,0xCC,300.3135832,0xCC,0.0036694,0xCC,300.3847672,0xCC,1016.691164,0xCC,65.4652304,0xCC,49.34809974,0xCC
84,0.0061102,0xCC,300.3135832,0xCC,0.003499,0xCC,300.3438279,0xCC,1016.691164,0xCC,65.4652304,0xCC,49.3174617,0xCC
84.25,0.0060889,0xCC,300.3340298,0xCC,0.0036907,0xCC,300.3233583,0xCC,1016.691164,0xCC,65.4652304,0xCC,49.35575925,0xCC
84.5,0.0059824,0xCC,300.3340298,0xCC,0.0040102,0xCC,300.3847672,0xCC,1016.691164,0xCC,65.4652304,0xCC,49.36341876,0xCC
84.75,0.0056842,0xCC,300.3340298,0xCC,0.0047557,0xCC,300.3438279,0xCC,1016.691164,0xCC,65.44987144,0xCC,49.35575925,0xCC
85,0.005173,0xCC,300.3135832,0xCC,0.0055651,0xCC,300.3438279,0xCC,1016.691164,0xCC,65.40379456,0xCC,49.35575925,0xCC
85.25,0.0048109,0xCC,300.3340298,0xCC,0.0066727,0xCC,300.3438279,0xCC,1016.691164,0xCC,65.3884356,0xCC,49.36341876,0xCC
85.5,0.0044914,0xCC,300.3135832,0xCC,0.0078016,0xCC,300.2824191,0xCC,1016.691164,0xCC,65.3884356,0xCC,49.37873778,0xCC
85.75,0.0042784,0xCC,300.3135832,0xCC,0.0088027,0xCC,300.3233583,0xCC,1016.672953,0xCC,65.43451248,0xCC,49.38639729,0xCC
86,0.0039376,0xCC,300.2931366,0xCC,0.0096121,0xCC,300.3233583,0xCC,1016.672953,0xCC,65.44987144,0xCC,49.40937582,0xCC
86.25,0.0036394,0xCC,300.3544764,0xCC,0.0102937,0xCC,300.3847672,0xCC,1016.709376,0xCC,65.49594832,0xCC,49.40937582,0xCC
86.5,0.0034051,0xCC,300.3340298,0xCC,0.0108688,0xCC,300.3438279,0xCC,1016.672953,0xCC,65.4652304,0xCC,49.37873778,0xCC
86.75,0.0033625,0xCC,300.3135832,0xCC,0.0111031,0xCC,300.3233583,0xCC,1016.709376,0xCC,65.4652304,0xCC,49.38639729,0xCC
87,0.0034264,0xCC,300.3340298,0xCC,0.0111883,0xCC,300.3438279,0xCC,1016.691164,0xCC,65.49594832,0xCC,49.40937582,0xCC
87.25,0.0037033,0xCC,300.3340298,0xCC,0.010954,0xCC,300.3438279,0xCC,1016.727588,0xCC,65.51130728,0xCC,49.42469484,0xCC
87.5,0.0041719,0xCC,300.3340298,0xCC,0.0106132,0xCC,300.3847672,0xCC,1016.691164,0xCC,65.4652304,0xCC,49.42469484,0xCC
87.75,0.0047044,0xCC,300.3135832,0xCC,0.0099742,0xCC,300.3438279,0xCC,1016.691164,0xCC,65.4652304,0xCC,49.43235435,0xCC
88,0.005386,0xCC,300.3340298,0xCC,0.0092926,0xCC,300.3438279,0xCC,1016.709376,0xCC,65.49594832,0xCC,49.41703533,0xCC
88.25,0.0061741,0xCC,300.3544764,0xCC,0.0084832,0xCC,300.3438279,0xCC,1016.691164,0xCC,65.49594832,0xCC,49.43235435,0xCC
88.5,0.0066427,0xCC,300.3340298,0xCC,0.0073756,0xCC,300.3028887,0xCC,1016.709376,0xCC,65.49594832,0xCC,49.44001386,0xCC
88.75,0.0069196,0xCC,300.3135832,0xCC,0.0059272,0xCC,300.3233583,0xCC,1016.672953,0xCC,65.4652304,0xCC,49.43235435,0xCC
89,0.0070687,0xCC,300.3340298,0xCC,0.0046918,0xCC,300.3847672,0xCC,1016.727588,0xCC,65.51130728,0xCC,49.44767337,0xCC
89.25,0.0069622,0xCC,300.3340298,0xCC,0.0033712,0xCC,300.3233583,0xCC,1016.709376,0xCC,65.4652304,0xCC,49.44767337,0xCC
89.5,0.0065575,0xCC,300.3340298,0xCC,0.002221,0xCC,300.3438279,0xCC,1016.691164,0xCC,65.4652304,0xCC,49.44001386,0xCC
89.75,0.0063232,0xCC,300.3340298,0xCC,0.0016033,0xCC,300.3847672,0xCC,1016.691164,0xCC,65.49594832,0xCC,49.44767337,0xCC
90,0.0061954,0xCC,300.3340298,0xCC,0.0013477,0xCC,300.3233583,0xCC,1016.709376,0xCC,65.4652304,0xCC,49.44767337,0xCC
90.25,0.0061102,0xCC,300.3340298,0xCC,0.0015607,0xCC,300.3438279,0xCC,1016.691164,0xCC,65.4652304,0xCC,49.44767337,0xCC
90.5,0.0059824,0xCC,300.3340298,0xCC,0.0021145,0xCC,300.3438279,0xCC,1016.691164,0xCC,65.49594832,0xCC,49.46299239,0xCC
90.75,0.0057055,0xCC,300.3135832,0xCC,0.0030091,0xCC,300.3847672,0xCC,1016.709376,0xCC,65.49594832,0xCC,49.48597092,0xCC
91,0.0054073,0xCC,300.3340298,0xCC,0.0040528,0xCC,300.3847672,0xCC,1016.672953,0xCC,65.49594832,0xCC,49.49363043,0xCC
91.25,0.0052582,0xCC,300.3340298,0xCC,0.0051817,0xCC,300.3028887,0xCC,1016.672953,0xCC,65.51130728,0xCC,49.49363043,0xCC
91.5,0.0048961,0xCC,300.3135832,0xCC,0.0064171,0xCC,300.3233583,0xCC,1016.672953,0xCC,65.44987144,0xCC,49.49363043,0xCC
91.75,0.0042997,0xCC,300.3340298,0xCC,0.0074821,0xCC,300.4052368,0xCC,1016.727588,0xCC,65.51130728,0xCC,49.50128994,0xCC
92,0.0035968,0xCC,300.3135832,0xCC,0.0084619,0xCC,300.3438279,0xCC,1016.691164,0xCC,65.49594832,0xCC,49.49363043,0xCC
92.25,0.0030004,0xCC,300.3135832,0xCC,0.0092926,0xCC,300.3438279,0xCC,1016.672953,0xCC,65.49594832,0xCC,49.49363043,0xCC
92.5,0.0028087,0xCC,300.3544764,0xCC,0.0098464,0xCC,300.3438279,0xCC,1016.672953,0xCC,65.41915352,0xCC,49.49363043,0xCC
92.75,0.0027448,0xCC,300.3340298,0xCC,0.0103789,0xCC,300.3438279,0xCC,1016.709376,0xCC,65.40379456,0xCC,49.50128994,0xCC
93,0.0028726,0xCC,300.3340298,0xCC,0.0108049,0xCC,300.3233583,0xCC,1016.691164,0xCC,65.41915352,0xCC,49.50128994,0xCC
93.25,0.0031708,0xCC,300.3135832,0xCC,0.0109753,0xCC,300.3028887,0xCC,1016.691164,0xCC,65.44987144,0xCC,49.52426847,0xCC
93.5,0.0036181,0xCC,300.3340298,0xCC,0.0110179,0xCC,300.3847672,0xCC,1016.727588,0xCC,65.52666624,0xCC,49.55490651,0xCC
93.75,0.0041932,0xCC,300.3135832,0xCC,0.0108262,0xCC,300.3233583,0xCC,1016.709376,0xCC,65.5420252,0xCC,49.53958749,0xCC
